source,title,link,date,n_visualizations,summary,year_month,year
Carriola de Marín,La alacaldesa de Marín se posiciona ante el cambio de opinión de Costas que deja en suspenso la prolongación del paseo entre Marín y Pontevedra - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6764,2024-04-06,2143,"En los últimos días se ha reflejado en los medios de comunicación el disgusto que el gobierno local de Pontevedra tiene al ver que el Gobierno Central ha decidido no acometer el rsto del paseo que uniría peatonalmente a Pontevedra y Marín al borde de la ría marinense. Y la alcaldesa María Ramallo ha remitido una declaración en apoyo del concello capitalino, comunicado que reproducimos a continuación:",2024-04,2024
Carriola de Marín,El grupo socialista acusa a la alcaldesa de descontrol en las horas extras de algunos trabajadores del concello - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6308,2024-01-13,2047,"“O que sucede no Concello de Marín non ten nome”,asegura el portavoz socialista Manuel Pazos que añade:“O goberno local permite que haxa funcionarios que chegaron a realizar 722horas extras o ano pasado cando o seu máximo legal son de 80h . É inaudito e escandaloso ter que aboar semellante cantidade de horas extras”",2024-01,2024
Carriola de Marín,María Ramallo recula y apoya nuestra petición de no suprimir aparcamientos en el entorno de la Plaza de Abastos - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6696,2024-03-23,2034,"María Ramallo ha tenido que recular nuevamente con el tema de los aparcamientos. Si antes fue en Rúa da Ponte, está vez es en el entorno de la plaza de abastos. Por este motivo votó a favor de nuestra moción para paralizar la actuación impulsada por ella misma. No será la ultima vez que veamos que sus proyectos son ampliamente rechazados porque sus ocurrencias están afectando a mucha gente”.",2024-03,2024
Carriola de Marín,Manuel Pazos muestra la preocupación del PSOE ante los informes que muestran el incremento de la delincuiencia en Marín - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6893,2024-04-28,1955,"El portavoz socialista Pazos Lamoso emitió ayer una nota de prensa en la que, haciéndose eco de los datos manejados por la Junta Provincial de Seguiridad, califica de “preocupante” el supuesto aumento de la delincuencia en Marín aunque, por otra parte, pide no caer en el alarmismo. Reproducimos en Carriola íntegra y textualmente la nota recibida del portavoz socialista en el Concello:",2024-04,2024
Carriola de Marín,Proposta do BNG ao Pleno  para a revitalización do solar de Méndez Núñez - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6744,2024-04-02,1935,"O BNG presentará mo Pleno deste mes unha proposta para converter o solar de Méndez Núñez nun espazo urbano, respondendo así á demanda cidadá por melloras urbanas e áreas de lecer no centro de Marín.",2024-04,2024
Carriola de Marín,Los nuevos aspirantes de la Escuela Naval Militar visitaron hoy el concello y el jueves llega Leonor - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7592,2024-08-27,1811,"María Ramallo, alcaldesa de Marín, recibió en el salón de plenos del concello a los miembros de la nueva incorporación como aspirantes de primero en la Escuela Naval Militar que hicieron hoy su primera salida de la academia de la Armada con sus mandos inmediatos con el fin de cumplir el que ya es un rito al comienzo de sus carreras de saludar al pueblo que les tendrá como vecinos durante los próximos cinco años y, a muchos de ellos, aquí destinados cuando sean ya oficiales de la Armada.",2024-08,2024
Carriola de Marín,En marcha la “V Edición del Stock Marín” que fue inaugurada ayer por la alcaldesa María Ramallo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6310,2024-01-13,1783,A la una de la tarde de ayer se abrió el acceso a la carpa de la alameda donde se encuentran ubicados los puestos de venta del “V Stock Marín” que ayer se inauguró con presencia de la alcaldesa María Ramallo y concejales de los res grupos de la corporación que quisieron estar presentes en el acto de apertura,2024-01,2024
Carriola de Marín,La falta de previsión del gobierno de María Ramallo agrava el problema de la falta de aparcamiento - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7239,2024-06-22,1746,"“Desde que gobierna Maria Ramallo en Marín hay matriculados 2.183 vehículos más que antes, sin embargo, el número de plazas de aparcamiento tan solo aumentó en 500 plazas. Es precisamente esa falta de previsión y de anticipación del gobierno local lo que ha llevado a la situación caótica actual”.",2024-06,2024
Carriola de Marín,La torre del reloj será restaurada mediante el empleo de una subvención de Cultura de la Xunta de Galicia - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6340,2024-01-20,1739,"El BNG presentó al Pleno recientemente una moción pidiendo la restauración de la histórica Torre del Reloj que durante décadas fue el referente horario de los marinenses y se encuentra adosada al Templo Antiguo, moción que fue rechazada por el PP al votar en contra de la misma, partido que explica ahora las razones",2024-01,2024
Carriola de Marín,El BNG califica de “éxito rotundo” la asamblea vecinal abierta celebrada en su propia sede de A Veiguiña - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6381,2024-01-28,1731,,2024-01,2024
Carriola de Marín,El grupo socialista exige la reactivación de la obra en el Lameira que bloquea 40 plazas de aparcamiento - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6580,2024-03-03,1726,"Problemas de las empresas que forman la UTE para realizar la obra de saneamiento en el Río Lameira provocan la paralización de la misma con lo que el aparcamiento disuasorio de Zapal donde tienen materiales acumulados ha quedado a medio rendimiento y el propio paseo de la orilla del río prácticamente inutilizado. Ha habido quejas, algunas de las cuales han llegado a Carriola y ayer el PSOE local emitió una nota de prensa en esa misma dirección",2024-03,2024
Carriola de Marín,O BNG organiza no Museo Torres o día 12 unha charla informativa sobre o caso do edificio Pais-Baladròn - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6616,2024-03-09,1660,O BNG APOSTA POLA PRESERVACIÓN DO PATRIMONIO CULTURAL EN MARIN,2024-03,2024
Carriola de Marín,Núñez Feijóo arropará la candidatura de Rueda Crespo en presencia del candidato Manuel Santos y la alcaldesa Ramallo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6472,2024-02-11,1643,"O presidente do PP nacional, Alberto Núñez Feijóo, presidirá o mitin en Marín en apoio á candidatura de Alfonso Rueda como presidente da Xunta de Galicia, acto que terá lugar mañáluns 12 ás 20.00 horas no Multiusos da Praza de Abastos e,contarácoas intervencións da presidenta local do PP de Marín e membro do Comité de Dirección Provincial, María Ramallo, e do secretario local do PP marinense e número 15 da candidatura por Pontevedra, Manuel Santos Costa.",2024-02,2024
Carriola de Marín,María Ramallo se reunió con Ángeles Vázquez para mejorar el abastecimiento y saneamiento - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7400,2024-07-19,1623,,2024-07,2024
Carriola de Marín,BNG celebra o cambio de opinión do goberno respecto á Torre do Reloxo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6362,2024-01-24,1611,(*)Lucía Santos Omilé a voceira do BNG na corporación municipal,2024-01,2024
Carriola de Marín,Los comerciantes de “Estrela de Marín” solicitan la ampliación de la zona azul de estacionamiento 2H gratuito - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6486,2024-02-14,1593,La alcaldesa María Ramallo se reunió ayer con un colectivo de comerciantes de la localidad pertenecientes a la asociación “Estrela de Marín”  quienes habían solicitado previamente esta toma de contacto para evaluar la situación actual en referencia a los problemas que afectan al sector.,2024-02,2024
Carriola de Marín,El BNG inicia una campaña para solicitar la creación de espacios recreativos para mascotas caninas - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6791,2024-04-12,1544,El BNG inicia una nueva campaña reivindicativa y esta vez para conseguir espacios recreativos para las mascotas caninas donde los perros puedan disponer de zonas donde ejercitarse y socializar adecuadamente.,2024-04,2024
Carriola de Marín,Nueva discrepancia del PSOE que acusa a María Ramallo de opacidad en temas urbanísticos exigiéndole transparencia - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6932,2024-05-05,1539,"Manuel Pazos, portavoz do PSOE en Marín denunicia que”En los últimos años María Ramallo le ha cogido gusto a ocultar todas las modificaciones relacionadas con el urbanismo. Tras ocultar la modificación del PXOM en beneficio del colegio San Narciso o la realizada en el solar de las monjas, el otro día nos enterábamos de que estaba también en tramitación una nueva modificación que ha estado ocultando durante meses. Desconfiamos de quien oculta y le aconsejamos que en materia de urbanismo lo mejor es la transparencia",2024-05,2024
Carriola de Marín,un grupo de niños y niñas saharauis de vacaciones en el Morrazo visitan el concello y son recibidos por la alcaldesa Ramallo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7368,2024-07-13,1536,Como cada año un grupo de niños y niñas procedente de tierras saharauis se encuentran en la comarca morracense pasando el verano invitados por la Asociación  Solidaridade Galega co Pobo Saharaui” y es tradición que visiten los concellos de la comarca,2024-07,2024
Carriola de Marín,"La obra de Concepcion Arenal emplea material de peor calidad que el del proyecto, según el grupo socialista - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7509,2024-08-10,1503,"Para Manuel Pazos, portavoz socialista: “Las baldosas que se están empleando en la obra de Concepción Arenal son de 4,5cm de espesor cuando,según el proyecto deben ser de 6cm,loque evidencia la falta de control en la ejecución de la obra por parte de la Xunta y del Concello”",2024-08,2024
Carriola de Marín,El proyecto de recuperación de la antigua dàrsena de chalanas en la playa del Cementerio está ya a licitación - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7520,2024-08-13,1462,"El concello, según explicó ayer la alcaldesa María Ramallo, ha entrado en la fase de licitación de mejora de la zona acuática de la “Playa e las Chalanas” que ha sido liberada de las pequeñas embarcaciones que allí fondeaban con bastante polémica entre sus propietarios y sectores políticos (oposición municipal) y sociales que les mostraron apoyo en su reivindicación.",2024-08,2024
Carriola de Marín,O Consello Local do BNG en Marín anuncia a candidatura de Bieito Lobeira que ocupará o número 2 na lista electoral europea - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6902,2024-04-29,1445,Recibimos en Carriola de Marín a información procedente do Consello Local do BNG no que se congratulan do nomeamento de Bieito Lobeira para o número dous da candidatura ás eleccións europeas que se han de celebrar no mes de xuño considerando que confirma o bo momento do BNG en Marín. Reproducimos o comunicado íntegramente a continuación;,2024-04,2024
Carriola de Marín,El polémico cambio de uso de la Playa del Cementerio origina una alegación del BNG al proyecto presentada ante el Puerto - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6998,2024-05-16,1424,"El concejal del Bloque Nacionalista Galego en Marín, Tino Iglesias, presentó ennombre de su grupo político una alegación que muestra la oposición al cambio de uso de la conocida como Playa del Cementerio o de las Chalanas, entendiendo además que“hai un relato encuberto sobre a verdadeira finalidade do proxecto e insta ao goberno municipal a apostar por protexer e conservar este espazo”",2024-05,2024
Carriola de Marín,(*) RINCÓN DE LA PEDAGOGÍA: Política y Educación - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6542,2024-02-25,1413,¿Y después de las elecciones qué podemos esperar de la educación del PP?,2024-02,2024
Carriola de Marín,O BNG convoca para hoxe unha asemblea veciñal na Banda do Río - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6678,2024-03-19,1371,,2024-03,2024
Carriola de Marín,El Pleno rechaza la moción presentada por el BNG para la adquisición del edificio abandonado en la entrada de La Cañota - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8044,2024-11-17,1365,Uno de los temas debatidos en el último Pleno Municipal fue el de la moción presentada por el BNG sobre la adquisición del edificio a medio construir y abandonado desde hace muchos años que se sitúa en la entrada de La Cañota al objeto de hacer en él vivienda protegida,2024-11,2024
Carriola de Marín,Los nuevos oficiales de la Armada visitan el concello para despedirse de Marín tras sus cinco años de estudios en la ENM - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7359,2024-07-12,1362,“Marínestará siempre unido a vuestra historia” dijo la alcaldesa María Ramallo durante la recepción que hizo a los nuevos oficiales que el próximo día 16 recibirán sus Despachos una vez finalizada su carrera en la Escuela Naval Militar,2024-07,2024
Carriola de Marín,"El BNG inicia otra campaña de recogida de firmas, esta vez para pedir espacios para mascotas caninas - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6868,2024-04-25,1272,"Aprovechando la confluencia de personas  que cada jueves se produce en Marín debido a la celebración del mercadillo semanal, el BNG pone en marcha una nueva campaña desde las once de la mañana en la calle Almuíña para recoger firmas de apoyo al objeto de pedir que se destine alguna zona para mascotas caninas",2024-04,2024
Carriola de Marín,El gobierno local considera malintencionadas y falsas las críticas de la oposición a la situación de la piscina - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7747,2024-09-26,1266,"Los grupos políticos de la oposición, BNG y PSOE, por este orden, enviaron ayer sendos escritos de crítica al gobierno local por la situación de la piscina aludiendo al gasto de más de 600.000 euros que supusieron las obras recientemente terminadas. Los textos íntegros pueden ser consultados en Carriola ya que fueron publicados ayer miércoles pero hoy lo hacemos con el de la reacción del gobierno local que explica con profusión de datos y detalles la inversión realizada y lo que falta por hacer acusando a los partidos de la oposición de falsedad y mala intención tal y como se puede ver a continuación en que reproducimos en su integridad el comunicado recibido en esta página:",2024-09,2024
Carriola de Marín,O BNG rexeita no último Pleno a ubicación do aparcadoiro soterrado no Psrque Eguren - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7856,2024-10-15,1243,Aúnica medida do Plan de Mobilidade Urbana Sostible sen xustificación sólida é situar o aparcadoiro no Eguren e aposta por alternativas que non afecten á veciñanza,2024-10,2024
Carriola de Marín,"Manuel Pazos, portavoz del PSOE culpa a la alcaldesa Ramallo de la crisis urbanística de Marín con cifras   - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7170,2024-07-11,1221,"Marín vive una crisis urbanística sin precedentes desde que está María Ramallosiendoel sexto municipio de la provincia en cuanto a número de habitantes,y estandoen el puesto 30 en cuanto a superficie de vivienda nueva construida desde 2012.",2024-07,2024
Carriola de Marín,El BNG también discrepa de la idoneidad do presuposto municipal aprobado no último pleno “afastado das necesidades da veciñanza”- dicen - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6666,2024-03-17,1208,"Está claro que el contenido del Presupuesto Municipal de este año aprobado el pasado jueves no convence a ninguno de los dos grupos de la posición cuya votción fue la abstención del PSOE y el voto negativo del BNG, cada uno con sus razones y motivos para la discrepancia y, concretamente el Bloque, entiende no se ajusta a las necesidades reales del vecindario.",2024-03,2024
Carriola de Marín,El concello habilita un canal de WhatsApp para mejorar su comunicación con la ciudadanía - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7677,2024-09-13,1196,"No es la primera vez que la alcaldesa María Ramallo expresa su intención y deseo de que los ciudadanos de Marín conocieran de primera mano lo que hace el gobierno local cuya actividad, decisiones y logros se pierden muchas veces por falta de información pública",2024-09,2024
Carriola de Marín,O BNG anuncia para o mércores 28 o seu mitin de campaña na alameda de Marín coa presencia de Bieito Lobeira - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7064,2024-05-26,1191,,2024-05,2024
Carriola de Marín,O BNG solicita unha xuntanza de portavoces pola chegada de pellets ás praias de Marín - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6300,2024-01-11,1177,"Lucía Santos, voceira do BNG denuncia que“vinte anos despois volvemos a revivir unha nova catástrofe mediambiental no noso litoral repetindo paso a paso a irresponsabilidade por parte da Xunta de Galiza”",2024-01,2024
Carriola de Marín,El Partido Popular vuelve a ganar las elecciones en todas las mesas de Marín pese a perder votos y el BNG mejora su anterior registro   - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7168,2024-07-10,1172,"ElPartido Popularvolvió a ganar las elecciones en Marín a pesar de haber perdido 369 votos con respecto a la convocatoria de 2019 ya que pasó de los 4.469 a 4.100 votos. ElPSOEpierde en esta ocasión 954 votos ya que obtuvo ayer 2.417 y en el año 2019 había conseguido 3,371 votos. ElBNGpuede hablar en positivo debido a que pasó de los 941 votos conseguidos hace cinco años a los 1.547, aumentando su caudal en 606.VOXtambién asciende porque de 351 ha pasado a 613 ganando 262 votos.PODEMOSfue el más perjudicado en el resultado del recuento porque de los 1.030 votos de la vez anterior, se ha quedado en 155 perdiendo 875.VOXtambién. Aparecen por primera vez en estas elecciones europeas Sumar, con 148 votos yALVISEcon 275.",2024-07,2024
Carriola de Marín,El PSOE de Marín considera que el ayuntamiento tiene capacidad para construir y gestionar el futuro “parking” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7649,2024-09-07,1149,"“Llevamos muchos meses advirtiendo que las cuentas del parking en el Eguren no cuadrany, por este motivo, en línea con las recomendaciones del Consello de Contas, exigimos que se analice seriamente y con números claros, la posibilidad de que sea el Concello quien contrate la ejecución y explotación del aparcamiento quedándose con los beneficios que genere”, considera Manuel Pazos, portavoz del PSOE en Marín",2024-09,2024
Carriola de Marín,Los vecinos de Rúa Nova están preocupados por la inclinación de un poste telefónico y el BNG exige su retirada - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6410,2024-02-01,1147,"Entre el cruce de Santomé y Campo, carretera de Rúa Nova, se encuentra un poste de soporte del cableado de Telefónica inclinado y con aparente peligro para quien por allí ande. NO es el único poste de este tipo que se encuentra en precaria situación pero este tiene muy mala pinta por lo que el vecindario no las tiene todas consigo.",2024-02,2024
Carriola de Marín,Respuesta del PP de Marín a las declaraciones críticas del portavoz socialista el pasado domingo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7931,2024-10-29,1142,"El artículo de opinión del portavoz del PSOE en Marín, Manuel Pazos, que el pasado domingo publicamos en Carriola con el título“El Psoe de Marín alerta que María Ramallo ha acabado con la práctica totalidad de los ahorros municipales”, tiene hoy su réplica en otro del portavoz del PP también concejal de economía del Concello, escrito que reproducimos en su integridad a continuación",2024-10,2024
Carriola de Marín,El BNG de Marín renueva su Consello Local reeligiendo a Xurxo Agra que contará con Davinia Lojo como vice responsable local - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8280,2024-12-28,1128,Xurxo Agra do Pazo que viene desempeñando las tareas de“Responsábel Local”del BNG en Marín seguirá en el puesto tras la decisión de la Asamblea Local que pone a su lado como vice responsable a la concejala Davinia Lojo Amoedo para encabezar la formación nacionalista con la vista puesta en conseguir la alcaldía de Marín en elecciones municipales de 2027,2024-12,2024
Carriola de Marín,O BNG insta ao goberno local a tomar mediadas para Protexer a “Mamoa de Castiñeiras II” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6639,2024-03-13,1104,"O BNG solicita ao Concello de Marín un maior compromiso na defensa de Pedralonga e do patrimonio municipal, promovendo medidas que protexan e realcen o seu valor histórico e cultural.",2024-03,2024
Carriola de Marín,El PP vota en contra de la moción para impedir el parque eólico en Morrazo con la indignación del BNG - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7201,2024-06-15,1076,El rechazo de una gran parte del vecindario de Morrazo a la instalación de las monstruosas torres del pretendido parque eólico ha generado un movimiento contrario en la “PlataformaEólicos no Morrazo Non” y el PP de Marín se ha negado siquiera a abstenerse en la moción presentada por dicho colectivo,2024-06,2024
Carriola de Marín,Alerta sobre a incorrecta sinalización nas obras de Jaime Janer - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7367,2024-07-13,1074,"É fundamental reubicar os semáforos en puntos estratéxicos e visibles para evitar riscos e garantir a fluidez do tráficoe, ante esta situación, o BNG insta ao Concello de Marín e á empresa responsable das obras a tomar medidas inmediatas.Principio del formularioFinal del formulario",2024-07,2024
Carriola de Marín,El PSOE local insiste en denunciar la gravedad de la utilización del pago por exceso de horas extras a funcionarios - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6320,2024-01-16,1073,"Manuel Pazos, portavoz del PSOE vuelve a insistir en la denuncia de la utilización de las horas extras que cobraron algunos trabajadores del concello durante el año pasado teniendo en cuenta que de las 80 horas como máximo, hay constancia de que algún trabajador ha realizado 722, lo que el edil socialista considera descontrol municipal y riesgo de elevadas multas que pueden llegar a 6.500 euros por cada trabajador que haya superado el límite legal establecido.",2024-01,2024
Carriola de Marín,Reproche del PSOE a la alcaldesa al considerar su inacción para conseguir nuevos espacios en sona portuaria - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7848,2024-10-13,1068,"Manuel Pazos, portavoz municipal del PSOE en Marín entiende que “Todas los espacios cedidos por el Puerto para el uso público de todos los marinenses se consiguieron con alcaldes socialistas al frente del ayuntamiento, tanto con Toneco como con Fran Veiga mientras que, María Ramallo en sus 13 años de gobierno no ha conseguido ni un solo metro cuadrado más y el nuevo convenio aprobado esta semana es la muestra más evidente de su desinterés e inacción”.",2024-10,2024
Carriola de Marín,O BNG denuncia a falta de innovación nas festas do Carme - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7425,2024-07-25,1068,"O BNG critica a falta de novidades e a redución da duración das festas deste ano. Ademais, subliñan a importancia de ofrecer actividades accesibles e de calidade para toda a veciñanza e, instan ao goberno local a mellorar a planificación futura",2024-07,2024
Carriola de Marín,Ramallo quere privatizar a auga de Marín - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7319,2024-07-04,1053,"Esta proposta non trata de mellorar a eficiencia, nin de mellorar a calidade do servizo, trata de facer negocio, un negocio moi lucrativo cos cartos públicos. Actualmente un recurso básico, un dereito humano como é o acceso á auga potábel está na metade dos concellos do estado español controlado na súa mayoría por dúas grandes empresas multinacionais, AGBAR e FCC, constituíndo na práctica un oligopolio no subministro.",2024-07,2024
Carriola de Marín,Desde o BNG reclamamos solucións urxentes ante a falta de aparcamento en Marín - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7302,2024-07-02,1053,"Lamentamosque o goberno do PP non tomase en serio a necesidade de buscar novas prazas de aparcamentoe, grazas á súa prepotencia e á continua ridiculización das nosas propostas, é a veciñanza a que padece a dificultade para acceder á vila, e o comercio local sofre as consecuencias.",2024-07,2024
Carriola de Marín,El BNG expresa su disconformidad con la propuesta de aparcamiento subterráneo en el subsuelo del Eguren - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7208,2024-06-16,1051,"Tras la celebración del Pleno Municipal del pasado jueves en el que el gobierno local buscaba el apoyo de la oposición para la obra del parking subterráneo en el Parque Eguren, ayer era el PSOE quien manifestaba en esta página el sí pero con condiciones y hoy es el BNG el que manifiesta su franca oposición a ese proyecto",2024-06,2024
Carriola de Marín,Luis López pide aos veciños de Marín o apoio masivo a Alfonso Rueda para manter os elevados investimentos desta lexislatura - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/6500,2024-02-16,1047,"O presidente provincial do PP alerta, nun paseo pola vila con María Ramallo, Luisa Piñeiro e Manuel Santos, do“serio risco de parálise das achegas”cun multipartito de esquerdas“que non ten sensibilidade con Marín e non terá a este concello entre as súas preferencias”.O tamén presidente da Deputación fixa como obxectivo“superar esta cifra”no mandato 2024-2028 e indica que o apoio a pemes e emprego, ao sector do mar, ás políticas sociais e as infraestruturas serán a prioridade xunto coa achega de 2,5 millóns para o novo auditorio",2024-02,2024
Carriola de Marín,El PSOE de Marín alerta del descenso de la actividad económica en el municipio - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7693,2024-09-16,1036,"Manuel Pazos Lamoso aludiendo a la contabilidad municipal del pasado año considera que existe une pérdida de crecimiento económico en el concello y ofrece el dato de la disminución del I.A,E, en un 8,6% manteniendo el mimos gravamen que el ejercicio anterior",2024-09,2024
Carriola de Marín,El PSOE de Marín alerta que María Ramallo ha acabado con la práctica totalidad de los ahorros municipales - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7920,2024-10-27,1033,"“En los últimos seis años hemos pasado de tener casi 5 millones de euros ahorrados, a menos de 300.000€. Hemos acabado con el 93% del dinero ahorrado que había en 2018. Es el nivel más bajo de ahorro municipal en décadas y una señal preocupante de la situación económica de Marín. No deja de ser sorprendente que este gobierno municipal es el que menos dinero ahorra, pero también el que tiene la deuda municipal más alta y las nóminas más elevadas de todos cuantos ha habido en Marín.”",2024-10,2024
Carriola de Marín,La nueva directiva del histórico Marín C.F. acerca a la alcaldía los planes de la nueva etapa que inicia al frente del club - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7481,2024-08-04,1009,"María Ramallo, alcaldesa de Marín junto con el concejal de deportes Antonio Traba, recibió ayer en su despacho a la nueva junta directiva del Marín C.F. encabezada por su presidente Miguel Pazos Beis y otros miembros de la misma",2024-08,2024
Carriola de Marín,O BNG pide a revisión dos cálculos económicos no concurso do “Servizo de Axuda no Fogar” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7526,2024-08-14,1002,"Un axuste dos cálculos económicos permitiría reducir o prezo medio anual do contrato, o que suporía un aforro significativo para as arcas municipais e garantiría que o prezo por hora do servizo se manteña na media galega",2024-08,2024
Carriola de Marín,El BNG insiste en exigir medidas urgentes para controlar el desmedido tráfico en la “peatonal” Rúa do Sol - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7255,2024-06-24,982,"El Bloque Nacionalista Galego vuelve a insistir ante el gobierno local en que es necesario un control màs eficiente en el tràfico que discurre por la Rúa do Sol, vía en teoría peatonal por la que circulan numerosos vehículos incorrectamente",2024-06,2024
Carriola de Marín,"Abel Losada, subdelegado do Gobierno, visitou onte as obras da Avenida de Ourense xunto coa alcaldesa María Ramallo - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7284,2024-06-29,965,"Abel Losada visita as obras da avenida de Ourense, en Marín, e subliña o exemplo do Goberno na colaboración con tódolos concellosdestacandoa gran calidade da transformación dun tramo de case 1,6 Km dende a entrada en Marín ata a praza de España.As máquinas retiraranse cara finais de ano e o ámbito da PO-11 será traspasado ao Concello",2024-06,2024
Carriola de Marín,El BNG vota en contra del nombramiento de la princesa Leonor como Hija Adoptiva de Marín en el Pleno de ayer - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8032,2024-11-15,944,"El BNG fue la nota discordante del Pleno de ayer en el que finalmente se acordó iniciar el proceso para el nombramiento de la Princesa Leonor como Hija Adoptiva de Marín. Contrariamente, tanto PP como PSOE votaron a favor de la propuesta",2024-11,2024
Carriola de Marín,O BNG lamenta a privatización do Edificio Baladrón - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8055,2024-11-19,917,"O emblemático edificio histórico, que contou co amplo apoio da veciñanza para a súa recuperación, remata en mans privadas pola inacción do goberno local",2024-11,2024
Carriola de Marín,O BNG desminte as afirmacións do PSOE en relación coa xuntanza de portavoces sobre aparcamento e mobilidade - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/7810,2024-10-08,915,A participación activa e a información son esenciais para unha crítica construtiva; opinar sen presenza nin coñecemento só fomenta a desinformación e non contribúe a resolver os problemas reais,2024-10,2024
Carriola de Marín,O PSOE critica o que considera falta de política axeitada do Goberno Municipal sobre a problemàtica do comercio local - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8255,2024-12-22,913,"Manuel Pazos Lamoso, portavoz do grupo socialista de Marín considera que acrise do comercio local en Marín agudizouse ainda máis neste 2024 e María Ramallo ten moito que ver en todo eloe que as decisiónsda alcaldesaestán facendo un dano terrible ao comercio local.",2024-12,2024
